date,amount,account_id
2020-05-04,-284.59,1
2020-05-05,-41.81,1
2020-05-05,-29.7,1
2020-05-05,-40.74,1
2020-05-05,-24.0,1
2020-05-05,-51.3,1
2020-05-05,1500.0,1
2020-05-05,-750.0,1
2020-05-05,36.4,1
2020-05-06,-0.8,1
2020-05-06,-107.13,1
2020-05-07,840.0,1
2020-05-08,-900.0,1
2020-05-09,-16.92,1
2020-05-11,-47.83,1
2020-05-11,-65.9,1
2020-05-11,-500.0,1
2020-05-12,-128.9,1
2020-05-12,-1.99,1
2020-05-12,-0.8,1
2020-05-12,85.96,1
2020-05-12,-0.8,1
2020-05-13,61.6,1
2020-05-13,-53.0,1
2020-05-14,89.0,1
2020-05-14,368.0,1
2020-05-14,-500.0,1
2020-05-15,32.2,1
2020-05-15,150.0,1
2020-05-15,-0.8,1
2020-05-18,-20.84,1
2020-05-19,-0.99,1
2020-05-19,-1500.0,1
2020-05-19,-15.99,1
2020-05-19,1460.0,1
2020-05-20,500.0,1
2020-05-20,-0.8,1
2020-05-20,33.99,1
2020-05-20,-600.0,1
2020-05-21,125.0,1
2020-05-21,38.5,1
2020-05-22,-16.1,1
2020-05-22,-0.8,1
2020-05-22,-96.64,1
2020-05-22,-0.7,1
2020-05-23,-8.0,1
2020-05-23,-8.0,1
2020-05-23,-8.0,1
2020-05-23,-8.0,1
2020-05-23,300.0,1
2020-05-23,-8.0,1
2020-05-25,94.42,1
2020-05-25,-49.95,1
2020-05-25,-10.09,1
2020-05-25,99.0,1
2020-05-25,-45.32,1
2020-05-26,18.9,1
2020-05-26,-420.0,1
2020-05-27,33.6,1
2020-05-27,-0.8,1
2020-05-28,594.0,1
2020-05-29,2950.0,1
2020-05-29,32.2,1
2020-06-01,-2000.0,1
2020-06-01,73.0,1
2020-06-01,121.0,1
2020-06-02,21.7,1
2020-06-02,-1200.0,1
2020-06-02,-650.0,1
2020-06-02,37.45,1
2020-06-03,-0.8,1
2020-06-03,-1350.0,1
2020-06-03,-120.0,1
2020-06-03,-0.8,1
2020-06-03,38.5,1
2020-06-03,-107.13,1
2020-06-03,-8.99,1
2020-06-03,1500.0,1
2020-06-03,-0.8,1
2020-06-03,50.0,1
2020-06-04,-0.8,1
2020-06-04,-284.59,1
2020-06-04,500.0,1
2020-06-04,385.0,1
2020-06-04,-29.99,1
2020-06-04,-120.98,1
2020-06-05,-51.3,1
2020-06-05,-41.81,1
2020-06-05,62.44,1
2020-06-05,-29.7,1
2020-06-09,253.04,1
2020-06-09,61.88,1
2020-06-09,320.0,1
2020-06-09,-35.99,1
2020-06-10,-2.4,1
2020-06-10,-182.27,1
2020-06-10,38.5,1
2020-06-10,-12.25,1
2020-06-11,-800.0,1
2020-06-12,-9.77,1
2020-06-12,440.0,1
2020-06-12,17.08,1
2020-06-12,18.9,1
2020-06-12,-0.8,1
2020-06-15,95.78,1
2020-06-15,75.0,1
2020-06-15,62.76,1
2020-06-16,89.6,1
2020-06-16,18.9,1
2020-06-18,38.5,1
2020-06-18,150.0,1
2020-06-19,-500.0,1
2020-06-19,-16.1,1
2020-06-19,-8.25,1
2020-06-19,-0.7,1
2020-06-19,-0.99,1
2020-06-20,-0.8,1
2020-06-22,-4.79,1
2020-06-23,-700.0,1
2020-06-23,137.93,1
2020-06-23,-9.99,1
2020-06-23,550.0,1
2020-06-24,99.0,1
2020-06-24,-20.0,1
2020-06-24,-0.8,1
2020-06-30,-12.87,1
2020-06-30,34.3,1
2020-06-30,-8.39,1
2020-06-30,-14.99,1
2020-06-30,78.75,1
2020-07-01,99.0,1
2020-07-01,46.9,1
2020-07-02,-107.13,1
2020-07-02,-6.49,1
2020-07-03,-3.59,1
2020-07-03,-120.0,1
2020-07-03,250.0,1
2020-07-03,36.4,1
2020-07-06,-51.3,1
2020-07-06,-284.59,1
2020-07-06,-29.99,1
2020-07-06,-29.7,1
2020-07-06,-41.81,1
2020-07-07,31.5,1
2020-07-08,-0.84,1
2020-07-08,-35.99,1
2020-07-10,-59.03,1
2020-07-10,-0.9,1
2020-07-10,-22.0,1
2020-07-13,209.47,1
2020-07-13,-20.0,1
2020-07-15,-20.0,1
2020-07-15,175.62,1
2020-07-16,73.97,1
2020-07-17,6000.0,1
2020-07-20,60.0,1
2020-07-20,49.0,1
2020-07-21,-0.99,1
2020-07-21,174.94,1
2020-07-21,-0.7,1
2020-07-21,-3000.0,1
2020-07-21,-16.1,1
2020-07-22,-8.0,1
2020-07-22,-2710.38,1
2020-07-22,-8.0,1
2020-07-22,28.0,1
2020-07-24,-26.81,1
2020-07-24,150.0,1
2020-07-24,99.0,1
2020-07-24,-500.0,1
2020-07-24,36.4,1
2020-07-27,-350.0,1
2020-07-27,-26.0,1
2020-07-28,36.4,1
2020-07-28,45.15,1
2020-07-28,-329.0,1
2020-07-28,520.0,1
2020-07-29,46.38,1
2020-07-29,850.0,1
2020-07-30,-600.0,1
2020-07-30,-14.99,1
2020-07-30,250.0,1
2020-07-31,-24.93,1
2020-08-03,-29.99,1
2020-08-04,-13.07,1
2020-08-04,-284.59,1
2020-08-04,-132.92,1
2020-08-05,-41.81,1
2020-08-05,-29.7,1
2020-08-06,99.0,1
2020-08-07,64.0,1
2020-08-10,-16.92,1
2020-08-10,-500.0,1
2020-08-11,-650.0,1
2020-08-11,1000.0,1
2020-08-12,-1.99,1
2020-08-14,-4.7,1
2020-08-14,-89.99,1
2020-08-17,150.0,1
2020-08-18,-450.0,1
2020-08-18,87.5,1
2020-08-18,60.0,1
2020-08-19,-1000.0,1
2020-08-19,1310.0,1
2020-08-19,-0.99,1
2020-08-20,-0.7,1
2020-08-20,49.0,1
2020-08-20,-16.1,1
2020-08-24,99.0,1
2020-08-24,-11.66,1
2020-08-24,-470.0,1
2020-08-25,10.5,1
2020-08-25,900.0,1
2020-08-25,700.0,1
2020-08-25,-900.0,1
2020-08-25,-650.0,1
2020-08-26,-0.8,1
2020-08-26,-0.8,1
2020-08-27,1460.0,1
2020-08-27,-40.73,1
2020-08-27,-57.6,1
2020-08-27,150.0,1
2020-08-27,-1300.0,1
2020-08-31,57.0,1
2020-09-01,250.0,1
2020-09-01,-109.33,1
2020-09-01,-14.99,1
2020-09-01,293.3,1
2020-09-03,-29.99,1
2020-09-03,-371.0,1
2020-09-04,-284.59,1
2020-09-07,-41.81,1
2020-09-07,-52.74,1
2020-09-07,-29.7,1
2020-09-08,99.0,1
2020-09-08,0.55,1
2020-09-08,-16.92,1
2020-09-08,1450.0,1
2020-09-08,-1250.0,1
2020-09-10,-1000.0,1
2020-09-10,1000.0,1
2020-09-11,-0.8,1
2020-09-14,-450.0,1
2020-09-14,-1.99,1
2020-09-14,75.0,1
2020-09-15,158.54,1
2020-09-15,55.59,1
2020-09-15,52.42,1
2020-09-17,-14.2,1
2020-09-17,-500.0,1
2020-09-17,594.0,1
2020-09-19,-16.1,1
2020-09-19,-0.7,1
2020-09-21,49.0,1
2020-09-21,-0.99,1
2020-09-22,11.55,1
2020-09-22,480.0,1
2020-09-22,-41.38,1
2020-09-22,-940.0,1
2020-09-22,105.64,1
2020-09-23,-0.8,1
2020-09-23,38.5,1
2020-09-24,-2.0,1
2020-09-24,-2.0,1
2020-09-24,99.0,1
2020-09-25,-11.99,1
2020-09-25,-2.0,1
2020-09-25,-600.0,1
2020-06-03,120.0,0
2020-07-03,120.0,0
2020-07-18,2710.38,0
2019-07-09,-10.8,2
2019-07-09,481.76,2
2019-07-11,10.0,2
2019-07-11,54.65,2
2019-07-15,-58.7,2
2019-07-15,-1.2,2
2019-07-15,859.06,2
2019-07-15,-100.0,2
2019-07-16,-250.0,2
2019-07-18,-21.58,2
2019-07-18,-67.0,2
2019-07-18,65.5,2
2019-07-19,-61.4,2
2019-07-20,-54.0,2
2019-07-22,-458.25,2
2019-07-22,986.68,2
2019-07-22,-56.03,2
2019-07-22,-47.52,2
2019-07-22,-36.55,2
2019-07-22,-16.9,2
2019-07-24,-300.0,2
2019-07-25,-300.0,2
2019-07-25,-1.2,2
2019-07-25,99.95,2
2019-07-25,-74.0,2
2019-07-26,-1.2,2
2019-07-27,-16.9,2
2019-07-29,-55.0,2
2019-07-29,-225.52,2
2019-07-29,760.85,2
2019-07-29,-66.31,2
2019-07-31,445.18,2
2019-07-31,-50.0,2
2019-08-01,-1.2,2
2019-08-01,23.4,2
2019-08-01,-200.0,2
2019-08-02,-157.35,2
2019-08-02,-16.9,2
2019-08-05,-81.85,2
2019-08-05,-48.28,2
2019-08-05,505.95,2
2019-08-06,-1050.0,2
2019-08-07,-50.0,2
2019-08-07,-17.9,2
2019-08-07,-25.0,2
2019-08-07,-14.5,2
2019-08-07,-20.7,2
2019-08-07,-21.1,2
2019-08-08,4.0,2
2019-08-08,-10.8,2
2019-08-09,-13.0,2
2019-08-09,-78.61,2
2019-08-09,754.56,2
2019-08-10,-23.0,2
2019-08-12,-33.7,2
2019-08-12,-23.3,2
2019-08-12,415.83,2
2019-08-12,-63.58,2
2019-08-12,-44.51,2
2019-08-12,798.61,2
2019-08-13,-200.0,2
2019-08-13,-1.2,2
2019-08-13,-14.4,2
2019-08-14,-500.0,2
2019-08-14,-16.9,2
2019-08-14,-78.93,2
2019-08-14,-14.5,2
2019-08-14,-23.5,2
2019-08-15,-19.0,2
2019-08-16,0.05,2
2019-08-16,-83.29,2
2019-08-19,963.52,2
2019-08-19,1268.34,2
2019-08-20,-23.2,2
2019-08-20,-65.0,2
2019-08-20,-61.29,2
2019-08-20,-65.01,2
2019-08-21,-49.5,2
2019-08-21,-68.6,2
2019-08-21,-6.0,2
2019-08-22,-23.4,2
2019-08-22,-14.5,2
2019-08-24,-17.0,2
2019-08-26,1332.32,2
2019-08-26,-76.36,2
2019-08-26,623.81,2
2019-08-27,-47.28,2
2019-08-27,-13.0,2
2019-08-28,-77.69,2
2019-08-28,709.82,2
2019-08-28,-20.4,2
2019-08-28,-709.82,2
2019-08-29,-20.5,2
2019-08-29,-14.5,2
2019-08-31,-21.0,2
2019-09-02,909.69,2
2019-09-02,-28.6,2
2019-09-02,978.23,2
2019-09-02,-69.27,2
2019-09-03,-78.18,2
2019-09-03,-22.9,2
2019-09-03,-119.9,2
2019-09-04,-14.5,2
2019-09-04,-1050.0,2
2019-09-04,-6.3,2
2019-09-04,-1050.0,2
2019-09-04,-24.99,2
2019-09-05,-109.1,2
2019-09-06,-16.9,2
2019-09-08,-10.8,2
2019-09-09,400.59,2
2019-09-09,-200.0,2
2019-09-09,-1.2,2
2019-09-09,-80.0,2
2019-09-09,-95.9,2
2019-09-09,442.82,2
2019-09-10,-200.0,2
2019-09-10,-1.2,2
2019-09-12,-94.18,2
2019-09-12,37.2,2
2019-09-14,-300.0,2
2019-09-14,-1.2,2
2019-09-16,505.63,2
2019-09-17,-79.01,2
2019-09-17,-501.0,2
2019-09-17,-68.73,2
2019-09-18,-4.0,2
2019-09-18,-12.7,2
2019-09-18,-14.5,2
2019-09-19,78.4,2
2019-09-19,-348.0,2
2019-09-19,-15.6,2
2019-09-20,-72.08,2
2019-09-20,-84.0,2
2019-09-21,-26.0,2
2019-09-23,-74.0,2
2019-09-23,1039.43,2
2019-09-23,737.13,2
2019-09-23,-14.5,2
2019-09-24,-1000.0,2
2019-09-24,-22.9,2
2019-09-25,-27.3,2
2019-09-28,-14.5,2
2019-09-30,932.33,2
2019-09-30,576.3,2
2019-09-30,-31.0,2
2019-10-02,-14.5,2
2019-10-02,-0.31,2
2019-10-04,-23.2,2
2019-10-04,-1050.0,2
2019-10-05,-25.3,2
2019-10-07,-10.9,2
2019-10-07,1118.43,2
2019-10-07,-300.0,2
2019-10-07,-1.2,2
2019-10-07,-10.9,2
2019-10-08,-10.8,2
2019-10-08,595.46,2
2019-10-09,-10.9,2
2019-10-10,-215.37,2
2019-10-10,-58.0,2
2019-10-11,-1.2,2
2019-10-11,-700.0,2
2019-10-11,-400.0,2
2019-10-14,-49.2,2
2019-10-14,68.19,2
2019-10-14,-36.7,2
2019-10-14,464.77,2
2019-10-15,-56.55,2
2019-10-17,1.0,2
2019-10-18,-300.0,2
2019-10-18,-1.2,2
2019-10-18,-500.0,2
2019-10-21,-109.7,2
2019-10-21,-64.1,2
2019-10-21,-62.49,2
2019-10-21,-7.2,2
2019-10-21,-4.18,2
2019-10-21,268.24,2
2019-10-22,-326.48,2
2019-10-24,0.8,2
2019-10-24,-11.4,2
2019-10-25,-409.58,2
2019-10-25,-11.9,2
2019-10-28,-10.9,2
2019-10-28,265.57,2
2019-10-28,-23.2,2
2019-10-28,-13.5,2
2019-10-28,1396.87,2
2019-10-31,-41.9,2
2019-10-31,-488.78,2
2019-11-02,-13.5,2
2019-11-02,-21.0,2
2019-11-04,999.4,2
2019-11-04,428.47,2
2019-11-04,-900.0,2
2019-11-05,-300.0,2
2019-11-05,-1.2,2
2019-11-08,-10.8,2
2019-11-08,-1050.0,2
2019-11-08,-47.3,2
2019-11-08,-500.0,2
2019-11-09,-500.0,2
2019-11-09,-23.5,2
2019-11-11,-385.06,2
2019-11-11,-135.0,2
2019-11-11,15.53,2
2019-11-12,-29.3,2
2019-11-13,-13.5,2
2019-11-13,-400.0,2
2019-11-13,-1.2,2
2019-11-15,-11.9,2
2019-11-18,-13.5,2
2019-11-18,1320.79,2
2019-11-18,-31.7,2
2019-11-18,285.49,2
2019-11-18,-13.05,2
2019-11-20,-58.0,2
2019-11-20,-22.1,2
2019-11-20,-60.99,2
2019-11-20,-4.58,2
2019-11-22,-109.65,2
2019-11-22,-27.0,2
2019-11-23,-22.8,2
2019-11-23,-13.5,2
2019-11-23,-130.0,2
2019-11-25,821.73,2
2019-11-25,-321.79,2
2019-11-25,168.46,2
2019-11-25,-25.7,2
2019-11-26,-2000.0,2
2019-11-28,0.1,2
2019-11-28,-13.5,2
2019-11-29,330.85,2
2019-12-01,-300.0,2
2019-12-02,31.19,2
2019-12-02,299.2,2
2019-12-03,-1050.0,2
2019-12-05,130.4,2
2019-12-08,-18.0,2
2019-12-08,-27.9,2
2019-12-09,378.87,2
2019-12-10,-321.75,2
2019-12-11,-180.0,2
2019-12-12,63.65,2
2019-12-12,-60.0,2
2019-12-12,193.29,2
2019-12-13,-24.4,2
2019-12-16,-34.7,2
2019-12-16,87.19,2
2019-12-16,1654.53,2
2019-12-16,-8.9,2
2019-12-16,-13.5,2
2019-12-17,-500.0,2
2019-12-17,-80.0,2
2019-12-18,-15.4,2
2019-12-19,-13.5,2
2019-12-20,-60.99,2
2019-12-21,-14.5,2
2019-12-23,-4.8,2
2019-12-23,2019.21,2
2019-12-23,-30.0,2
2019-12-23,7.43,2
2019-12-23,-30.9,2
2019-12-25,-13.5,2
2019-12-27,-300.0,2
2019-12-27,-444.89,2
2019-12-30,667.24,2
2019-12-30,-1500.0,2
2019-12-30,-13.5,2
2019-12-30,-55.7,2
2019-12-30,-21.0,2
2020-01-02,-23.5,2
2020-01-02,-21.0,2
2020-01-03,879.75,2
2020-01-03,-1050.0,2
2020-01-04,-18.0,2
2020-01-06,26.42,2
2020-01-06,-16.0,2
2020-01-06,-13.5,2
2020-01-06,578.47,2
2020-01-07,-500.0,2
2020-01-08,-66.1,2
2020-01-08,-18.0,2
2020-01-09,114.2,2
2020-01-13,-409.41,2
2020-01-13,-10.7,2
2020-01-13,-7.7,2
2020-01-13,824.49,2
2020-01-13,-13.5,2
2020-01-14,-500.0,2
2020-01-15,-20.3,2
2020-01-15,-10.45,2
2020-01-16,-223.27,2
2020-01-17,-7.4,2
2020-01-17,-17.4,2
2020-01-20,1800.01,2
2020-01-20,-13.5,2
2020-01-20,-60.99,2
2020-01-20,-24.9,2
2020-01-22,-29.9,2
2020-01-23,5.45,2
2020-01-23,-18.0,2
2020-01-23,-25.5,2
2020-01-25,-13.5,2
2020-01-27,-293.57,2
2020-01-27,-15.0,2
2020-01-27,1302.32,2
2020-01-27,-250.0,2
2020-01-27,-22.0,2
2020-01-27,-9.7,2
2020-01-27,-1182.15,2
2020-01-28,-12.7,2
2020-01-28,-354.66,2
2020-01-29,-300.0,2
2020-01-30,-18.6,2
2020-01-31,-15.0,2
2020-02-03,9.24,2
2020-02-03,1020.2,2
2020-02-03,-25.1,2
2020-02-03,-18.7,2
2020-02-03,-1.5,2
2020-02-03,-500.0,2
2020-02-04,-1050.0,2
2020-02-08,-18.0,2
2020-02-10,1328.74,2
2020-02-10,-469.57,2
2020-02-11,-1400.0,2
2020-02-12,360.03,2
2020-02-13,53.25,2
2020-02-13,-12.0,2
2020-02-14,-19.0,2
2020-02-17,194.87,2
2020-02-17,-600.0,2
2020-02-17,-32.15,2
2020-02-17,-3.0,2
2020-02-20,-60.99,2
2020-02-20,39.8,2
2020-02-24,-100.0,2
2020-02-25,500.0,2
2020-02-25,-423.79,2
2020-03-02,153.35,2
2020-03-02,-20.0,2
2020-03-04,-300.0,2
2020-03-05,251.25,2
2020-03-05,18.7,2
2020-03-06,-13.5,2
2020-03-06,357.24,2
2020-03-08,-18.0,2
2020-03-09,674.9,2
2020-03-09,-200.0,2
2020-03-09,-15.5,2
2020-03-10,-17.31,2
2020-03-10,-300.0,2
2020-03-11,365.25,2
2020-03-12,30.15,2
2020-03-13,-11.4,2
2020-03-13,-500.0,2
2020-03-16,337.69,2
2020-03-16,436.43,2
2020-03-16,-250.0,2
2020-03-17,-18.99,2
2020-03-17,-1050.0,2
2020-03-19,321.39,2
2020-03-19,0.2,2
2020-03-20,-65.14,2
2020-03-23,80.27,2
2020-03-25,-434.78,2
2020-03-26,26.35,2
2020-03-27,286.0,2
2020-03-30,-150.0,2
2020-03-30,28.51,2
2020-03-30,86.26,2
2020-04-02,95.1,2
2020-04-03,339.49,2
2020-04-06,99.85,2
2020-04-06,5.09,2
2020-04-07,-0.6,2
2020-04-07,-0.6,2
2020-04-07,1500.0,2
2020-04-07,-500.0,2
2020-04-08,-1050.0,2
2020-04-08,-18.0,2
2020-04-08,-0.6,2
2020-04-09,6.21,2
2020-04-14,347.8,2
2020-04-14,-150.0,2
2020-04-14,-133.38,2
2020-04-14,66.01,2
2020-04-14,14.29,2
2020-04-16,0.82,2
2020-04-20,-250.0,2
2020-04-20,205.9,2
2020-04-20,-289.91,2
2020-04-20,-60.99,2
2020-04-20,289.91,2
2020-04-22,-19.99,2
2020-04-22,-19.99,2
2020-04-23,-500.0,2
2020-04-23,225.59,2
2020-04-23,24.9,2
2020-04-27,-137.45,2
2020-04-27,248.0,2
2020-04-30,100.0,2
2020-04-30,33.36,2
2020-05-04,-500.0,2
2020-05-04,294.18,2
2020-05-05,1500.0,2
2020-05-05,-1050.0,2
2020-05-07,40.54,2
2020-05-07,-29.99,2
2020-05-08,-18.0,2
2020-05-11,-121.6,2
2020-05-14,4.78,2
2020-05-14,-500.0,2
2020-05-15,326.31,2
2020-05-18,248.7,2
2020-05-19,-726.13,2
2020-05-20,-60.99,2
2020-05-20,726.13,2
2020-05-22,0.8,2
2020-05-25,183.9,2
2020-05-25,-163.26,2
2020-05-25,583.61,2
2020-05-26,-500.0,2
2020-05-27,-500.0,2
2020-05-28,31.72,2
2020-06-01,133.37,2
2020-06-01,494.96,2
2020-06-03,1500.0,2
2020-06-04,-500.0,2
2020-06-04,-1050.0,2
2020-06-04,21.62,2
2020-06-06,-57.65,2
2020-06-08,-18.0,2
2020-06-08,-250.0,2
2020-06-08,315.79,2
2020-06-08,21.82,2
2020-06-09,-600.0,2
2020-06-10,-217.19,2
2020-06-11,31.44,2
2020-06-15,-24.7,2
2020-06-15,37.98,2
2020-06-15,890.93,2
2020-06-16,-24.8,2
2020-06-18,61.46,2
2020-06-22,645.11,2
2020-06-22,-13.5,2
2020-06-22,62.77,2
2020-06-22,-60.99,2
2020-06-25,-35.0,2
2020-06-25,-500.0,2
2020-06-25,3.94,2
2020-06-25,-287.09,2
2020-06-26,-500.0,2
2020-06-26,325.02,2
2020-06-29,-22.15,2
2020-06-29,-209.9,2
2020-06-29,440.2,2
2020-06-29,-73.0,2
